date,order_id,account_name,region,channel,category,product_id,units,unit_price,unit_cost,revenue,cost
2025-09-01,SO100048,Ironwood Ltd,East,Direct,Halcyon,HAL-521,1,3976.23,2600.0,3976.23,2600.0
2025-09-01,SO100049,Ironwood Ltd,East,Partner,Halcyon,HAL-426,2,3935.06,2600.0,7870.12,5200.0
2025-09-01,SO100050,Ganges Distributors,East,Online,Halcyon,HAL-602,2,3940.71,2600.0,7881.42,5200.0
2025-09-01,SO100051,Ironwood Ltd,East,Online,Halcyon,HAL-184,1,3984.97,2600.0,3984.97,2600.0
2025-09-01,SO100052,Acme Corp,West,Direct,Aurora,AUR-922,4,2409.2,1500.0,9636.8,6000.0
2025-09-01,SO100053,Sterling Industries,West,Direct,Aurora,AUR-372,5,2388.44,1500.0,11942.2,7500.0
2025-09-01,SO100054,Vayu Logistics,West,Direct,Aurora,AUR-345,6,2379.83,1500.0,14278.98,9000.0
2025-09-01,SO100055,Orbit Retail,West,Direct,Aurora,AUR-565,7,2417.68,1500.0,16923.76,10500.0
2025-09-01,SO100056,Acme Corp,West,Partner,Aurora,AUR-713,3,2388.92,1500.0,7166.76,4500.0
2025-09-01,SO100057,Sterling Industries,West,Partner,Aurora,AUR-871,6,2392.44,1500.0,14354.64,9000.0
2025-09-01,SO100058,Vayu Logistics,West,Partner,Aurora,AUR-552,7,2436.62,1500.0,17056.34,10500.0
2025-09-01,SO100059,Orbit Retail,West,Partner,Aurora,AUR-950,6,2358.47,1500.0,14150.82,9000.0
2025-09-01,SO100060,Acme Corp,West,Online,Aurora,AUR-421,2,2383.91,1500.0,4767.82,3000.0
2025-09-01,SO100061,Sterling Industries,West,Online,Aurora,AUR-837,2,2431.36,1500.0,4862.72,3000.0
2025-09-01,SO100062,Vayu Logistics,West,Online,Aurora,AUR-843,7,2381.41,1500.0,16669.87,10500.0
2025-09-01,SO100063,Orbit Retail,West,Online,Aurora,AUR-398,3,2378.74,1500.0,7136.22,4500.0
2025-09-01,SO100064,Acme Corp,West,Direct,Vertex,VER-471,5,1154.79,790.0,5773.95,3950.0
2025-09-01,SO100065,Sterling Industries,West,Direct,Vertex,VER-635,10,1158.52,790.0,11585.2,7900.0
2025-09-01,SO100066,Vayu Logistics,West,Direct,Vertex,VER-818,13,1153.48,790.0,14995.24,10270.0
2025-09-01,SO100067,Orbit Retail,West,Direct,Vertex,VER-199,6,1154.82,790.0,6928.92,4740.0
2025-09-01,SO100068,Acme Corp,West,Partner,Vertex,VER-645,3,1128.21,790.0,3384.63,2370.0
2025-09-01,SO100069,Sterling Industries,West,Partner,Vertex,VER-876,7,1142.02,790.0,7994.14,5530.0
2025-09-01,SO100070,Vayu Logistics,West,Partner,Vertex,VER-797,4,1163.09,790.0,4652.36,3160.0
2025-09-01,SO100071,Orbit Retail,West,Partner,Vertex,VER-242,9,1154.57,790.0,10391.13,7110.0
2025-09-01,SO100072,Acme Corp,West,Online,Vertex,VER-415,3,1159.77,790.0,3479.31,2370.0
2025-09-01,SO100073,Sterling Industries,West,Online,Vertex,VER-571,4,1160.71,790.0,4642.84,3160.0
2025-09-01,SO100074,Vayu Logistics,West,Online,Vertex,VER-349,8,1162.98,790.0,9303.84,6320.0
2025-09-01,SO100075,Orbit Retail,West,Online,Vertex,VER-117,2,1158.58,790.0,2317.16,1580.0
2025-09-01,SO100076,Acme Corp,West,Direct,Halcyon,HAL-223,3,4014.86,2600.0,12044.58,7800.0
2025-09-01,SO100077,Sterling Industries,West,Direct,Halcyon,HAL-270,2,3901.97,2600.0,7803.94,5200.0
2025-09-01,SO100078,Vayu Logistics,West,Direct,Halcyon,HAL-414,3,3828.76,2600.0,11486.28,7800.0
2025-09-01,SO100079,Orbit Retail,West,Direct,Halcyon,HAL-725,3,3847.53,2600.0,11542.59,7800.0
2025-09-01,SO100080,Acme Corp,West,Partner,Halcyon,HAL-733,1,3950.39,2600.0,3950.39,2600.0
2025-09-01,SO100081,Sterling Industries,West,Partner,Halcyon,HAL-600,3,3930.09,2600.0,11790.27,7800.0
2025-09-01,SO100082,Vayu Logistics,West,Partner,Halcyon,HAL-781,3,3846.05,2600.0,11538.15,7800.0
2025-09-01,SO100083,Orbit Retail,West,Partner,Halcyon,HAL-392,1,3980.58,2600.0,3980.58,2600.0
2025-09-01,SO100084,Acme Corp,West,Online,Halcyon,HAL-624,1,3890.36,2600.0,3890.36,2600.0
2025-09-01,SO100085,Vayu Logistics,West,Online,Halcyon,HAL-945,1,3948.01,2600.0,3948.01,2600.0
2025-09-01,SO100086,Orbit Retail,West,Online,Halcyon,HAL-360,2,3870.69,2600.0,7741.38,5200.0
2025-09-02,SO100087,Meridian Group,North,Direct,Aurora,AUR-327,12,2386.58,1500.0,28638.96,18000.0
2025-09-02,SO100088,Kalpana Traders,North,Direct,Aurora,AUR-325,9,2366.95,1500.0,21302.55,13500.0
2025-09-02,SO100089,Meridian Group,North,Partner,Aurora,AUR-233,6,2400.36,1500.0,14402.16,9000.0
2025-09-02,SO100090,Kalpana Traders,North,Partner,Aurora,AUR-707,8,2355.34,1500.0,18842.72,12000.0
2025-09-02,SO100091,Meridian Group,North,Online,Aurora,AUR-227,8,2458.16,1500.0,19665.28,12000.0
2025-09-02,SO100092,Kalpana Traders,North,Online,Aurora,AUR-482,3,2357.41,1500.0,7072.23,4500.0
2025-09-02,SO100093,Meridian Group,North,Direct,Vertex,VER-961,17,1141.43,790.0,19404.31,13430.0
2025-09-02,SO100094,Kalpana Traders,North,Direct,Vertex,VER-717,17,1176.09,790.0,19993.53,13430.0
2025-09-02,SO100095,Meridian Group,North,Partner,Vertex,VER-709,18,1155.67,790.0,20802.06,14220.0
2025-09-02,SO100096,Kalpana Traders,North,Partner,Vertex,VER-631,5,1142.52,790.0,5712.6,3950.0
2025-09-02,SO100097,Meridian Group,North,Online,Vertex,VER-697,5,1150.34,790.0,5751.7,3950.0
2025-09-02,SO100098,Kalpana Traders,North,Online,Vertex,VER-372,5,1119.76,790.0,5598.8,3950.0
2025-09-02,SO100099,Meridian Group,North,Direct,Halcyon,HAL-954,6,3833.84,2600.0,23003.04,15600.0
2025-09-02,SO100100,Kalpana Traders,North,Direct,Halcyon,HAL-877,3,3915.06,2600.0,11745.18,7800.0
2025-09-02,SO100101,Meridian Group,North,Partner,Halcyon,HAL-507,7,3927.77,2600.0,27494.39,18200.0
2025-09-02,SO100102,Kalpana Traders,North,Partner,Halcyon,HAL-389,2,3946.52,2600.0,7893.04,5200.0
2025-09-02,SO100103,Meridian Group,North,Online,Halcyon,HAL-636,2,3941.47,2600.0,7882.94,5200.0
2025-09-02,SO100104,Deccan Supply,South,Direct,Aurora,AUR-338,12,2361.53,1500.0,28338.36,18000.0
2025-09-02,SO100105,Bluewater Co,South,Direct,Aurora,AUR-710,11,2366.77,1500.0,26034.47,16500.0
2025-09-02,SO100106,Deccan Supply,South,Partner,Aurora,AUR-982,6,2374.29,1500.0,14245.74,9000.0
2025-09-02,SO100107,Bluewater Co,South,Partner,Aurora,AUR-948,5,2367.44,1500.0,11837.2,7500.0
2025-09-02,SO100108,Deccan Supply,South,Online,Aurora,AUR-478,4,2405.6,1500.0,9622.4,6000.0
2025-09-02,SO100109,Bluewater Co,South,Online,Aurora,AUR-497,3,2420.68,1500.0,7262.04,4500.0
2025-09-02,SO100110,Deccan Supply,South,Direct,Vertex,VER-673,17,1149.66,790.0,19544.22,13430.0
2025-09-02,SO100111,Bluewater Co,South,Direct,Vertex,VER-998,8,1141.72,790.0,9133.76,6320.0
2025-09-02,SO100112,Deccan Supply,South,Partner,Vertex,VER-613,8,1140.67,790.0,9125.36,6320.0
2025-09-02,SO100113,Bluewater Co,South,Partner,Vertex,VER-861,9,1194.76,790.0,10752.84,7110.0
2025-09-02,SO100114,Deccan Supply,South,Online,Vertex,VER-305,3,1133.37,790.0,3400.11,2370.0
2025-09-02,SO100115,Bluewater Co,South,Online,Vertex,VER-290,6,1143.63,790.0,6861.78,4740.0
2025-09-02,SO100116,Deccan Supply,South,Direct,Halcyon,HAL-661,3,3848.16,2600.0,11544.48,7800.0
2025-09-02,SO100117,Bluewater Co,South,Direct,Halcyon,HAL-928,4,3842.76,2600.0,15371.04,10400.0
2025-09-02,SO100118,Deccan Supply,South,Partner,Halcyon,HAL-933,4,3850.02,2600.0,15400.08,10400.0
2025-09-02,SO100119,Bluewater Co,South,Partner,Halcyon,HAL-121,2,3878.06,2600.0,7756.12,5200.0
2025-09-02,SO100120,Deccan Supply,South,Online,Halcyon,HAL-544,1,3868.56,2600.0,3868.56,2600.0
2025-09-02,SO100121,Bluewater Co,South,Online,Halcyon,HAL-377,5,3897.57,2600.0,19487.85,13000.0
2025-09-02,SO100122,Ganges Distributors,East,Direct,Aurora,AUR-633,8,2370.38,1500.0,18963.04,12000.0
2025-09-02,SO100123,Ironwood Ltd,East,Direct,Aurora,AUR-260,6,2391.0,1500.0,14346.0,9000.0
2025-09-02,SO100124,Ganges Distributors,East,Partner,Aurora,AUR-960,11,2439.53,1500.0,26834.83,16500.0
2025-09-02,SO100125,Ironwood Ltd,East,Partner,Aurora,AUR-591,8,2399.27,1500.0,19194.16,12000.0
2025-09-02,SO100126,Ganges Distributors,East,Online,Aurora,AUR-939,2,2431.69,1500.0,4863.38,3000.0
2025-09-02,SO100127,Ironwood Ltd,East,Online,Aurora,AUR-855,2,2406.07,1500.0,4812.14,3000.0
2025-09-02,SO100128,Ganges Distributors,East,Direct,Vertex,VER-453,14,1140.18,790.0,15962.52,11060.0
2025-09-02,SO100129,Ironwood Ltd,East,Direct,Vertex,VER-486,2,1142.1,790.0,2284.2,1580.0
2025-09-02,SO100130,Ganges Distributors,East,Partner,Vertex,VER-420,13,1145.17,790.0,14887.21,10270.0
2025-09-02,SO100131,Ironwood Ltd,East,Partner,Vertex,VER-587,7,1150.84,790.0,8055.88,5530.0
2025-09-02,SO100132,Ganges Distributors,East,Online,Vertex,VER-466,8,1134.26,790.0,9074.08,6320.0
2025-09-02,SO100133,Ironwood Ltd,East,Online,Vertex,VER-778,4,1161.59,790.0,4646.36,3160.0
2025-09-02,SO100134,Ganges Distributors,East,Direct,Halcyon,HAL-226,3,3988.38,2600.0,11965.14,7800.0
2025-09-02,SO100135,Ironwood Ltd,East,Direct,Halcyon,HAL-336,3,3942.94,2600.0,11828.82,7800.0
2025-09-02,SO100136,Ganges Distributors,East,Partner,Halcyon,HAL-257,5,3806.55,2600.0,19032.75,13000.0
2025-09-02,SO100137,Ganges Distributors,East,Online,Halcyon,HAL-386,2,3830.2,2600.0,7660.4,5200.0
2025-09-02,SO100138,Acme Corp,West,Direct,Aurora,AUR-829,3,2386.3,1500.0,7158.9,4500.0
2025-09-02,SO100139,Sterling Industries,West,Direct,Aurora,AUR-615,5,2389.98,1500.0,11949.9,7500.0
2025-09-02,SO100140,Vayu Logistics,West,Direct,Aurora,AUR-494,5,2394.22,1500.0,11971.1,7500.0
2025-09-02,SO100141,Orbit Retail,West,Direct,Aurora,AUR-977,2,2418.7,1500.0,4837.4,3000.0
2025-09-02,SO100142,Acme Corp,West,Partner,Aurora,AUR-622,1,2425.78,1500.0,2425.78,1500.0
2025-09-02,SO100143,Sterling Industries,West,Partner,Aurora,AUR-498,6,2444.78,1500.0,14668.68,9000.0
2025-09-02,SO100144,Vayu Logistics,West,Partner,Aurora,AUR-184,4,2380.2,1500.0,9520.8,6000.0
2025-09-02,SO100145,Orbit Retail,West,Partner,Aurora,AUR-954,4,2383.0,1500.0,9532.0,6000.0
2025-09-02,SO100146,Acme Corp,West,Online,Aurora,AUR-111,1,2359.79,1500.0,2359.79,1500.0
2025-09-02,SO100147,Sterling Industries,West,Online,Aurora,AUR-602,7,2442.35,1500.0,17096.45,10500.0
2025-09-02,SO100148,Vayu Logistics,West,Online,Aurora,AUR-824,4,2379.44,1500.0,9517.76,6000.0
2025-09-02,SO100149,Orbit Retail,West,Online,Aurora,AUR-647,4,2368.66,1500.0,9474.64,6000.0
2025-09-02,SO100150,Acme Corp,West,Direct,Vertex,VER-510,9,1171.93,790.0,10547.37,7110.0
2025-09-02,SO100151,Sterling Industries,West,Direct,Vertex,VER-615,6,1127.79,790.0,6766.74,4740.0
2025-09-02,SO100152,Vayu Logistics,West,Direct,Vertex,VER-298,8,1129.61,790.0,9036.88,6320.0
2025-09-02,SO100153,Orbit Retail,West,Direct,Vertex,VER-591,13,1148.06,790.0,14924.78,10270.0
2025-09-02,SO100154,Acme Corp,West,Partner,Vertex,VER-611,6,1118.98,790.0,6713.88,4740.0
2025-09-02,SO100155,Sterling Industries,West,Partner,Vertex,VER-955,7,1153.18,790.0,8072.26,5530.0
2025-09-02,SO100156,Vayu Logistics,West,Partner,Vertex,VER-533,2,1145.14,790.0,2290.28,1580.0
2025-09-02,SO100157,Orbit Retail,West,Partner,Vertex,VER-169,2,1151.82,790.0,2303.64,1580.0
2025-09-02,SO100158,Acme Corp,West,Online,Vertex,VER-634,1,1146.22,790.0,1146.22,790.0
2025-09-02,SO100159,Sterling Industries,West,Online,Vertex,VER-271,7,1151.61,790.0,8061.27,5530.0
2025-09-02,SO100160,Vayu Logistics,West,Online,Vertex,VER-387,3,1140.58,790.0,3421.74,2370.0
2025-09-02,SO100161,Orbit Retail,West,Online,Vertex,VER-504,6,1161.26,790.0,6967.56,4740.0
2025-09-02,SO100162,Acme Corp,West,Direct,Halcyon,HAL-284,1,3839.91,2600.0,3839.91,2600.0
2025-09-02,SO100163,Sterling Industries,West,Direct,Halcyon,HAL-523,3,3902.59,2600.0,11707.77,7800.0
2025-09-02,SO100164,Vayu Logistics,West,Direct,Halcyon,HAL-848,4,3954.26,2600.0,15817.04,10400.0
2025-09-02,SO100165,Orbit Retail,West,Direct,Halcyon,HAL-597,4,3884.58,2600.0,15538.32,10400.0
2025-09-02,SO100166,Acme Corp,West,Partner,Halcyon,HAL-380,1,3872.56,2600.0,3872.56,2600.0
2025-09-02,SO100167,Sterling Industries,West,Partner,Halcyon,HAL-166,6,3893.87,2600.0,23363.22,15600.0
2025-09-02,SO100168,Vayu Logistics,West,Partner,Halcyon,HAL-793,2,3929.36,2600.0,7858.72,5200.0
2025-09-02,SO100169,Orbit Retail,West,Partner,Halcyon,HAL-305,7,3890.39,2600.0,27232.73,18200.0
2025-09-02,SO100170,Sterling Industries,West,Online,Halcyon,HAL-571,1,3898.78,2600.0,3898.78,2600.0
2025-09-02,SO100171,Vayu Logistics,West,Online,Halcyon,HAL-841,1,3941.56,2600.0,3941.56,2600.0
2025-09-02,SO100172,Orbit Retail,West,Online,Halcyon,HAL-792,1,3916.93,2600.0,3916.93,2600.0
2025-09-03,SO100173,Meridian Group,North,Direct,Aurora,AUR-539,12,2438.78,1500.0,29265.36,18000.0
2025-09-03,SO100174,Kalpana Traders,North,Direct,Aurora,AUR-852,5,2407.55,1500.0,12037.75,7500.0
2025-09-03,SO100175,Meridian Group,North,Partner,Aurora,AUR-334,7,2361.11,1500.0,16527.77,10500.0
2025-09-03,SO100176,Kalpana Traders,North,Partner,Aurora,AUR-953,11,2419.4,1500.0,26613.4,16500.0
2025-09-03,SO100177,Meridian Group,North,Online,Aurora,AUR-555,5,2389.42,1500.0,11947.1,7500.0
2025-09-03,SO100178,Kalpana Traders,North,Online,Aurora,AUR-494,8,2381.93,1500.0,19055.44,12000.0
2025-09-03,SO100179,Meridian Group,North,Direct,Vertex,VER-499,19,1161.84,790.0,22074.96,15010.0
2025-09-03,SO100180,Kalpana Traders,North,Direct,Vertex,VER-760,16,1148.09,790.0,18369.44,12640.0
2025-09-03,SO100181,Meridian Group,North,Partner,Vertex,VER-268,8,1153.4,790.0,9227.2,6320.0
2025-09-03,SO100182,Kalpana Traders,North,Partner,Vertex,VER-694,17,1147.68,790.0,19510.56,13430.0
2025-09-03,SO100183,Kalpana Traders,North,Online,Vertex,VER-858,8,1165.69,790.0,9325.52,6320.0
2025-09-03,SO100184,Meridian Group,North,Direct,Halcyon,HAL-414,5,3859.83,2600.0,19299.15,13000.0
2025-09-03,SO100185,Meridian Group,North,Partner,Halcyon,HAL-847,5,3941.47,2600.0,19707.35,13000.0
2025-09-03,SO100186,Kalpana Traders,North,Partner,Halcyon,HAL-840,2,3833.01,2600.0,7666.02,5200.0
2025-09-03,SO100187,Meridian Group,North,Online,Halcyon,HAL-949,5,3822.19,2600.0,19110.95,13000.0
2025-09-03,SO100188,Kalpana Traders,North,Online,Halcyon,HAL-516,1,3880.04,2600.0,3880.04,2600.0
2025-09-03,SO100189,Deccan Supply,South,Direct,Aurora,AUR-511,6,2448.84,1500.0,14693.04,9000.0
2025-09-03,SO100190,Bluewater Co,South,Direct,Aurora,AUR-906,8,2339.53,1500.0,18716.24,12000.0
2025-09-03,SO100191,Deccan Supply,South,Partner,Aurora,AUR-162,5,2437.88,1500.0,12189.4,7500.0
2025-09-03,SO100192,Bluewater Co,South,Partner,Aurora,AUR-453,6,2410.37,1500.0,14462.22,9000.0
2025-09-03,SO100193,Deccan Supply,South,Online,Aurora,AUR-182,5,2398.46,1500.0,11992.3,7500.0
2025-09-03,SO100194,Bluewater Co,South,Online,Aurora,AUR-742,6,2419.29,1500.0,14515.74,9000.0
2025-09-03,SO100195,Deccan Supply,South,Direct,Vertex,VER-500,16,1131.19,790.0,18099.04,12640.0
2025-09-03,SO100196,Bluewater Co,South,Direct,Vertex,VER-232,10,1178.49,790.0,11784.9,7900.0
2025-09-03,SO100197,Deccan Supply,South,Partner,Vertex,VER-345,14,1140.87,790.0,15972.18,11060.0
2025-09-03,SO100198,Bluewater Co,South,Partner,Vertex,VER-795,10,1158.04,790.0,11580.4,7900.0
2025-09-03,SO100199,Deccan Supply,South,Online,Vertex,VER-378,5,1151.7,790.0,5758.5,3950.0
2025-09-03,SO100200,Bluewater Co,South,Online,Vertex,VER-942,6,1161.08,790.0,6966.48,4740.0
2025-09-03,SO100201,Deccan Supply,South,Direct,Halcyon,HAL-206,3,3895.03,2600.0,11685.09,7800.0
2025-09-03,SO100202,Bluewater Co,South,Direct,Halcyon,HAL-808,4,3845.18,2600.0,15380.72,10400.0
2025-09-03,SO100203,Deccan Supply,South,Partner,Halcyon,HAL-635,4,3932.43,2600.0,15729.72,10400.0
2025-09-03,SO100204,Bluewater Co,South,Partner,Halcyon,HAL-246,2,3887.86,2600.0,7775.72,5200.0
2025-09-03,SO100205,Deccan Supply,South,Online,Halcyon,HAL-628,3,3885.48,2600.0,11656.44,7800.0
2025-09-03,SO100206,Bluewater Co,South,Online,Halcyon,HAL-789,3,3904.12,2600.0,11712.36,7800.0
2025-09-03,SO100207,Ganges Distributors,East,Direct,Aurora,AUR-338,9,2425.06,1500.0,21825.54,13500.0
2025-09-03,SO100208,Ironwood Ltd,East,Direct,Aurora,AUR-808,5,2372.36,1500.0,11861.8,7500.0
2025-09-03,SO100209,Ganges Distributors,East,Partner,Aurora,AUR-448,10,2388.98,1500.0,23889.8,15000.0
2025-09-03,SO100210,Ironwood Ltd,East,Partner,Aurora,AUR-739,5,2394.82,1500.0,11974.1,7500.0
2025-09-03,SO100211,Ganges Distributors,East,Online,Aurora,AUR-323,6,2451.92,1500.0,14711.52,9000.0
2025-09-03,SO100212,Ironwood Ltd,East,Online,Aurora,AUR-588,4,2453.91,1500.0,9815.64,6000.0
2025-09-03,SO100213,Ganges Distributors,East,Direct,Vertex,VER-809,12,1166.26,790.0,13995.12,9480.0
2025-09-03,SO100214,Ironwood Ltd,East,Direct,Vertex,VER-194,5,1172.34,790.0,5861.7,3950.0
2025-09-03,SO100215,Ganges Distributors,East,Partner,Vertex,VER-153,7,1149.76,790.0,8048.32,5530.0
2025-09-03,SO100216,Ironwood Ltd,East,Partner,Vertex,VER-204,5,1149.31,790.0,5746.55,3950.0
2025-09-03,SO100217,Ganges Distributors,East,Online,Vertex,VER-606,8,1167.47,790.0,9339.76,6320.0
2025-09-03,SO100218,Ironwood Ltd,East,Online,Vertex,VER-454,4,1154.24,790.0,4616.96,3160.0
2025-09-03,SO100219,Ironwood Ltd,East,Direct,Halcyon,HAL-153,3,3896.64,2600.0,11689.92,7800.0
2025-09-03,SO100220,Ganges Distributors,East,Partner,Halcyon,HAL-518,2,3886.0,2600.0,7772.0,5200.0
2025-09-03,SO100221,Ironwood Ltd,East,Partner,Halcyon,HAL-442,1,3817.98,2600.0,3817.98,2600.0
2025-09-03,SO100222,Ganges Distributors,East,Online,Halcyon,HAL-794,1,3922.09,2600.0,3922.09,2600.0
2025-09-03,SO100223,Ironwood Ltd,East,Online,Halcyon,HAL-402,1,3750.85,2600.0,3750.85,2600.0
2025-09-03,SO100224,Acme Corp,West,Direct,Aurora,AUR-770,5,2369.95,1500.0,11849.75,7500.0
2025-09-03,SO100225,Sterling Industries,West,Direct,Aurora,AUR-927,12,2419.6,1500.0,29035.2,18000.0
2025-09-03,SO100226,Vayu Logistics,West,Direct,Aurora,AUR-712,9,2435.35,1500.0,21918.15,13500.0
2025-09-03,SO100227,Orbit Retail,West,Direct,Aurora,AUR-584,10,2369.33,1500.0,23693.3,15000.0
2025-09-03,SO100228,Acme Corp,West,Partner,Aurora,AUR-362,1,2400.78,1500.0,2400.78,1500.0
2025-09-03,SO100229,Sterling Industries,West,Partner,Aurora,AUR-775,6,2379.3,1500.0,14275.8,9000.0
2025-09-03,SO100230,Vayu Logistics,West,Partner,Aurora,AUR-400,4,2374.29,1500.0,9497.16,6000.0
2025-09-03,SO100231,Orbit Retail,West,Partner,Aurora,AUR-424,3,2401.31,1500.0,7203.93,4500.0
2025-09-03,SO100232,Acme Corp,West,Online,Aurora,AUR-194,2,2391.57,1500.0,4783.14,3000.0
2025-09-03,SO100233,Sterling Industries,West,Online,Aurora,AUR-420,2,2442.34,1500.0,4884.68,3000.0
2025-09-03,SO100234,Vayu Logistics,West,Online,Aurora,AUR-981,4,2407.87,1500.0,9631.48,6000.0
2025-09-03,SO100235,Orbit Retail,West,Online,Aurora,AUR-559,4,2400.46,1500.0,9601.84,6000.0
2025-09-03,SO100236,Acme Corp,West,Direct,Vertex,VER-202,6,1145.24,790.0,6871.44,4740.0
2025-09-03,SO100237,Sterling Industries,West,Direct,Vertex,VER-914,12,1174.41,790.0,14092.92,9480.0
